,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0051222,BP,GO:0051222,positive regulation of protein transport,21/2567,61/6969,0.69707047,1,0.977374986,ADAM9/APBB3/BLK/F2RL1/FFAR2/GHRL/GOLPH3L/GPER1/HSPA1L/MAPK14/PDCD10/PDX1/PIK3R1/PRKAR1A/SAR1B/SERP1/SOX4/TGFB3/TMED10/TRPV4/ZFAND1,21
GO:0090257,BP,GO:0090257,regulation of muscle system process,21/2567,61/6969,0.69707047,1,0.977374986,ADRA2A/ADRA2B/ASB3/ATP2B1/BECN1/CALM2/CALM3/CAMK2D/DMD/GPER1/HRC/KCNJ2/MYOG/RANGRF/ROCK1/SMAD4/SPX/TMEM38B/TRPC1/TRPC3/TRPV4,21
GO:0015980,BP,GO:0015980,energy derivation by oxidation of organic compounds,43/2567,123/6969,0.699604731,1,0.977374986,ACADM/ACLY/ACO1/ATP5ME/ATP5PB/CCNB1/COQ10A/COX1/COX2/COX3/COX7A1/CS/CYP1A2/CYTB/EPM2AIP1/ETFRF1/GSK3B/IDE/IDH1/IDH3A/LYRM7/MDH1/MTOR/ND1/ND2/ND3/ND4/ND4L/ND5/ND6/NDUFA5/NDUFS1/NFATC4/PGM2/PHKA2/PPP1CB/PPP1CC/PTGES3/SLC25A22/SLC37A4/TEFM/TRPV4/UGP2,43
GO:0003231,BP,GO:0003231,cardiac ventricle development,15/2567,44/6969,0.700075729,1,0.977374986,AP2B1/BMP4/BMPR1A/BMPR2/FGFR2/GATA3/MATR3/MED1/RBM15/RBPJ/SMAD4/SOX4/STRA6/WNT11/XIRP2,15
GO:0016331,BP,GO:0016331,morphogenesis of embryonic epithelium,15/2567,44/6969,0.700075729,1,0.977374986,AR/BMP4/FGFR2/FZD3/GATA3/IFT52/KDF1/LHX2/MIB1/PALS1/PDX1/SIX4/TBX18/TRAF6/WNT2B,15
GO:0043270,BP,GO:0043270,positive regulation of monoatomic ion transport,15/2567,44/6969,0.700075729,1,0.977374986,ADRA2A/AHCYL1/ATP2B1/CALM2/CALM3/CXCL10/CXCL9/GPER1/P2RY12/PDZK1/PKD2/PRSS8/SCN3B/TRPC3/TRPV4,15
GO:0001990,BP,GO:0001990,regulation of systemic arterial blood pressure by hormone,4/2567,12/6969,0.701386181,1,0.977374986,EDNRB/ENPEP/F2RL1/OXTR,4
GO:0002183,BP,GO:0002183,cytoplasmic translational initiation,4/2567,12/6969,0.701386181,1,0.977374986,EIF2S2/EIF3A/EIF3J/EIF3M,4
GO:0006767,BP,GO:0006767,water-soluble vitamin metabolic process,4/2567,12/6969,0.701386181,1,0.977374986,MMADHC/THTPA/TPK1/VNN1,4
GO:0006779,BP,GO:0006779,porphyrin-containing compound biosynthetic process,4/2567,12/6969,0.701386181,1,0.977374986,ABCB7/COX15/HNF1A/UROS,4
GO:0007530,BP,GO:0007530,sex determination,4/2567,12/6969,0.701386181,1,0.977374986,AR/FGF9/SIX4/SOX3,4
GO:0016242,BP,GO:0016242,negative regulation of macroautophagy,4/2567,12/6969,0.701386181,1,0.977374986,BECN1/MTM1/MTOR/RUBCN,4
GO:0019433,BP,GO:0019433,triglyceride catabolic process,4/2567,12/6969,0.701386181,1,0.977374986,DDHD2/GPIHBP1/LPL/PNPLA3,4
GO:0019934,BP,GO:0019934,cGMP-mediated signaling,4/2567,12/6969,0.701386181,1,0.977374986,GUCY1A1/HTR2B/PDE3A/THBS1,4
GO:0021795,BP,GO:0021795,cerebral cortex cell migration,4/2567,12/6969,0.701386181,1,0.977374986,DCX/NR2E1/PAFAH1B1/POU3F2,4
GO:0030851,BP,GO:0030851,granulocyte differentiation,4/2567,12/6969,0.701386181,1,0.977374986,C1QC/CEBPA/GATA1/SRP54,4
GO:0032781,BP,GO:0032781,positive regulation of ATP-dependent activity,4/2567,12/6969,0.701386181,1,0.977374986,CASR/PLSCR1/POT1/TRPV4,4
GO:0033014,BP,GO:0033014,tetrapyrrole biosynthetic process,4/2567,12/6969,0.701386181,1,0.977374986,ABCB7/COX15/HNF1A/UROS,4
GO:0034312,BP,GO:0034312,diol biosynthetic process,4/2567,12/6969,0.701386181,1,0.977374986,ACER2/PTS/SPTLC1/SPTLC3,4
GO:0034332,BP,GO:0034332,adherens junction organization,4/2567,12/6969,0.701386181,1,0.977374986,ACTB/ADAM10/CTNNB1/RAMP2,4
GO:0040036,BP,GO:0040036,regulation of fibroblast growth factor receptor signaling pathway,4/2567,12/6969,0.701386181,1,0.977374986,APLN/GATA3/SPRY1/THBS1,4
GO:0042092,BP,GO:0042092,type 2 immune response,4/2567,12/6969,0.701386181,1,0.977374986,ANXA1/BCL6/RSAD2/SOCS5,4
GO:0044786,BP,GO:0044786,cell cycle DNA replication,4/2567,12/6969,0.701386181,1,0.977374986,DONSON/E2F8/GMNN/INO80,4
GO:0045806,BP,GO:0045806,negative regulation of endocytosis,4/2567,12/6969,0.701386181,1,0.977374986,APPL1/LRRTM2/RUBCN/SIGLEC1,4
GO:0046329,BP,GO:0046329,negative regulation of JNK cascade,4/2567,12/6969,0.701386181,1,0.977374986,F2RL1/GPS2/PAFAH1B1/ZMYND11,4
GO:0046460,BP,GO:0046460,neutral lipid biosynthetic process,4/2567,12/6969,0.701386181,1,0.977374986,C3/GPAM/PCK1/SREBF1,4
GO:0046463,BP,GO:0046463,acylglycerol biosynthetic process,4/2567,12/6969,0.701386181,1,0.977374986,C3/GPAM/PCK1/SREBF1,4
GO:0046466,BP,GO:0046466,membrane lipid catabolic process,4/2567,12/6969,0.701386181,1,0.977374986,ENPP2/HEXB/NEU2/SMPD3,4
GO:0048713,BP,GO:0048713,regulation of oligodendrocyte differentiation,4/2567,12/6969,0.701386181,1,0.977374986,DLX2/DUSP15/MTOR/SLC45A3,4
GO:0048873,BP,GO:0048873,homeostasis of number of cells within a tissue,4/2567,12/6969,0.701386181,1,0.977374986,GATA1/IL7/KRAS/PTPN11,4
GO:0060444,BP,GO:0060444,branching involved in mammary gland duct morphogenesis,4/2567,12/6969,0.701386181,1,0.977374986,AR/AREG/DDR1/MED1,4
GO:0061037,BP,GO:0061037,negative regulation of cartilage development,4/2567,12/6969,0.701386181,1,0.977374986,BMP4/CTSK/NKX3-2/PTPN11,4
GO:0061900,BP,GO:0061900,glial cell activation,4/2567,12/6969,0.701386181,1,0.977374986,APP/AZU1/JAK2/TYROBP,4
GO:0086091,BP,GO:0086091,regulation of heart rate by cardiac conduction,4/2567,12/6969,0.701386181,1,0.977374986,KCND3/KCNE3/KCNJ2/SCN3B,4
GO:1901532,BP,GO:1901532,regulation of hematopoietic progenitor cell differentiation,4/2567,12/6969,0.701386181,1,0.977374986,HSPA9/METTL14/NFE2L2/ZBTB1,4
GO:1901623,BP,GO:1901623,regulation of lymphocyte chemotaxis,4/2567,12/6969,0.701386181,1,0.977374986,ADAM10/CXCL10/CXCL14/NEDD9,4
GO:1902017,BP,GO:1902017,regulation of cilium assembly,4/2567,12/6969,0.701386181,1,0.977374986,ATG5/CEP120/MNS1/PPP1R35,4
GO:1902808,BP,GO:1902808,positive regulation of cell cycle G1/S phase transition,4/2567,12/6969,0.701386181,1,0.977374986,ANXA1/DDX3X/PAGR1/STOX1,4
GO:0002504,BP,GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,5/2567,15/6969,0.701802311,1,0.977374986,FCER1G/SLA-DMA/SLA-DMB/THBS1/TRAF6,5
GO:0006027,BP,GO:0006027,glycosaminoglycan catabolic process,5/2567,15/6969,0.701802311,1,0.977374986,HEXB/HMMR/PGLYRP1/PGLYRP4/PGLYRP4,5
GO:0009309,BP,GO:0009309,amine biosynthetic process,5/2567,15/6969,0.701802311,1,0.977374986,DBH/DDC/GATA3/HDC/NR4A2,5
GO:0014888,BP,GO:0014888,striated muscle adaptation,5/2567,15/6969,0.701802311,1,0.977374986,GATA6/INPP5F/MYOG/MYOZ1/TRPC3,5
GO:0021695,BP,GO:0021695,cerebellar cortex development,5/2567,15/6969,0.701802311,1,0.977374986,AGTPBP1/DLL1/LHX1/PTPN11/TRNP1,5
GO:0030858,BP,GO:0030858,positive regulation of epithelial cell differentiation,5/2567,15/6969,0.701802311,1,0.977374986,BMP4/FOXJ1/KDF1/LHX1/MED1,5
GO:0032233,BP,GO:0032233,positive regulation of actin filament bundle assembly,5/2567,15/6969,0.701802311,1,0.977374986,CARMIL1/MTOR/NRP1/TGFB3/WNT11,5
GO:0032873,BP,GO:0032873,negative regulation of stress-activated MAPK cascade,5/2567,15/6969,0.701802311,1,0.977374986,F2RL1/FOXM1/GPS2/PAFAH1B1/ZMYND11,5
GO:0042088,BP,GO:0042088,T-helper 1 type immune response,5/2567,15/6969,0.701802311,1,0.977374986,ANXA1/HAVCR2/MTOR/SOCS5/TRAF6,5
GO:0042401,BP,GO:0042401,biogenic amine biosynthetic process,5/2567,15/6969,0.701802311,1,0.977374986,DBH/DDC/GATA3/HDC/NR4A2,5
GO:0043506,BP,GO:0043506,regulation of JUN kinase activity,5/2567,15/6969,0.701802311,1,0.977374986,DTNBP1/MAP3K12/MAP3K7/MAP4K2/TRAF6,5
GO:0045577,BP,GO:0045577,regulation of B cell differentiation,5/2567,15/6969,0.701802311,1,0.977374986,BCL6/CD27/IL10/IL7/PTPN6,5
GO:0048665,BP,GO:0048665,neuron fate specification,5/2567,15/6969,0.701802311,1,0.977374986,DLL1/FOXA1/MNX1/NFIB/POU3F2,5
GO:0070303,BP,GO:0070303,negative regulation of stress-activated protein kinase signaling cascade,5/2567,15/6969,0.701802311,1,0.977374986,F2RL1/FOXM1/GPS2/PAFAH1B1/ZMYND11,5
GO:0090049,BP,GO:0090049,regulation of cell migration involved in sprouting angiogenesis,5/2567,15/6969,0.701802311,1,0.977374986,ANXA1/NR2E1/NRP1/PDCD10/THBS1,5
GO:0097006,BP,GO:0097006,regulation of plasma lipoprotein particle levels,5/2567,15/6969,0.701802311,1,0.977374986,APOE/APOM/MTTP/PLAGL2/SOAT1,5
GO:0032101,BP,GO:0032101,regulation of response to external stimulus,107/2567,301/6969,0.702110842,1,0.977374986,ADAM10/ADORA1/AKIRIN2/ANGPT2/ANXA1/APP/APPL1/ATAT1/ATG12/BCL6/BMPR2/BPIFB1/C5AR2/CAMK2N1/CCR2/CD109/CD47/CEBPA/CEP63/CHD8/CLDN19/CNOT7/CPB2/CXCL10/CXCL14/DDX3X/DHX58/DNASE1/DPP4/DTX4/DUOXA2/EREG/F2RL1/FCGR1A/FFAR2/FGF1/FGF18/FLOT1/GATA3/GATA6/GHRL/GHSR/GPER1/GPR183/GPS2/HAVCR2/HSP90AA1/IL10/IL18RAP/IL33/INPP5F/IRF7/JAK2/KREMEN1/LACC1/LGR4/LRRC19/LSM14A/LTA/LTF/MATR3/MED1/MET/MYOZ1/N4BP1/NEDD9/NEK7/NFE2L2/NLRC3/NLRX1/NRP1/OPTN/PJA2/PLG/PLSCR1/PROC/PTPN6/RAB11FIP2/RHBDD3/RNF26/RSAD2/RTN4RL1/SEMA3E/SEMA4D/SEMA6A/SERPINC1/SERPINE1/SETD4/SHPK/SLC39A8/SOCS5/STING1/TASL/THBS1/TIFA/TLR1/TLR3/TLR6/TNFAIP8L2/TPBG/TRAF6/TRIM65/TRPV4/TXK/TYROBP/ZCCHC3/ZP3,107
GO:0003018,BP,GO:0003018,vascular process in circulatory system,22/2567,64/6969,0.702433906,1,0.977374986,ADORA1/ADRA1D/ADRA2A/ADRA2B/ATP2B1/BMPR2/COX1/COX2/DRD1/EDNRA/EDNRB/EXT1/F2RL1/HTR1B/HTR2B/KLF2/OXTR/RAMP2/ROCK1/SCNN1B/TRPC1/TRPV4,22
GO:0051047,BP,GO:0051047,positive regulation of secretion,28/2567,81/6969,0.70324318,1,0.977374986,ADAM9/APBB3/BLK/CADPS2/DTNBP1/F2RL1/FFAR2/GHRH/GHRL/GOLPH3L/GPER1/IL6/NMB/PDX1/PRKAR1A/PTPN11/RAB27A/RAB5A/RAB9A/SERP1/SMAD4/SOX4/TGFB3/TMED10/TNF/TRPV4/VPS4B/ZP3,28
GO:0002752,BP,GO:0002752,cell surface pattern recognition receptor signaling pathway,6/2567,18/6969,0.703824451,1,0.977374986,APPL1/BPIFB1/F2RL1/FFAR2/PJA2/RAB11FIP2,6
GO:0006303,BP,GO:0006303,double-strand break repair via nonhomologous end joining,6/2567,18/6969,0.703824451,1,0.977374986,HELQ/HMGB2/KMT5B/LIG4/POT1/SHLD2,6
GO:0006418,BP,GO:0006418,tRNA aminoacylation for protein translation,6/2567,18/6969,0.703824451,1,0.977374986,DARS1/IARS2/NARS2/RARS1/VARS2/WARS2,6
GO:0006506,BP,GO:0006506,GPI anchor biosynthetic process,6/2567,18/6969,0.703824451,1,0.977374986,DPM1/MPPE1/PIGH/PIGK/PIGP/PIGV,6
GO:0006890,BP,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",6/2567,18/6969,0.703824451,1,0.977374986,ARCN1/ERGIC2/GOLPH3L/NPRL2/RAB33B/RINT1,6
GO:0006900,BP,GO:0006900,vesicle budding from membrane,6/2567,18/6969,0.703824451,1,0.977374986,CHMP4C/GOLPH3L/INSIG1/SAR1B/SCAP/TMED10,6
GO:0035036,BP,GO:0035036,sperm-egg recognition,6/2567,18/6969,0.703824451,1,0.977374986,CCT2/CLGN/HSPA1L/ZAN/ZP2/ZP3,6
GO:0043030,BP,GO:0043030,regulation of macrophage activation,6/2567,18/6969,0.703824451,1,0.977374986,CEBPA/HAVCR2/IL33/PJA2/SHPK/THBS1,6
GO:0050909,BP,GO:0050909,sensory perception of taste,6/2567,18/6969,0.703824451,1,0.977374986,GNAT1/GNG13/SCNN1B/SCNN1G/TAS1R3/TAS2R41,6
GO:0060420,BP,GO:0060420,regulation of heart growth,6/2567,18/6969,0.703824451,1,0.977374986,BMPR1A/FGF9/FGFR2/GATA6/MAPK14/RBPJ,6
GO:0071230,BP,GO:0071230,cellular response to amino acid stimulus,6/2567,18/6969,0.703824451,1,0.977374986,COL5A2/CPEB4/MTOR/RRAGC/SESN3/SLC38A9,6
GO:0140056,BP,GO:0140056,organelle localization by membrane tethering,6/2567,18/6969,0.703824451,1,0.977374986,AHCYL1/CAV2/CTBP2/RAB3A/STX17/VPS11,6
GO:1900024,BP,GO:1900024,regulation of substrate adhesion-dependent cell spreading,6/2567,18/6969,0.703824451,1,0.977374986,AP1AR/CARMIL1/CASS4/NEDD9/NRP1/TACSTD2,6
GO:1901019,BP,GO:1901019,regulation of calcium ion transmembrane transporter activity,6/2567,18/6969,0.703824451,1,0.977374986,ADRA2A/CACNB1/CALM2/CALM3/HRC/PKD2,6
GO:1902743,BP,GO:1902743,regulation of lamellipodium organization,6/2567,18/6969,0.703824451,1,0.977374986,CARMIL1/ENPP2/MTOR/NCKAP1/PIK3R1/WNT1,6
GO:0002286,BP,GO:0002286,T cell activation involved in immune response,16/2567,47/6969,0.705344195,1,0.977374986,ANXA1/BCL6/F2RL1/FCER1G/GPR183/HAVCR2/IFN-OMEGA-6/IFNE/IFNK/IL6/IL6R/MTOR/PCK1/RAB27A/RPS6/SOCS5,16
GO:0002706,BP,GO:0002706,regulation of lymphocyte mediated immunity,16/2567,47/6969,0.705344195,1,0.977374986,BCL6/FCGR1A/FOXJ1/FOXP3/HAVCR2/IL18RAP/KMT5B/LTA/MAP3K7/PTPN6/RSAD2/SHLD2/TFRC/TRAF6/ZBTB1/ZP3,16
GO:0009755,BP,GO:0009755,hormone-mediated signaling pathway,16/2567,47/6969,0.705344195,1,0.977374986,APPL1/AR/BMP4/ESR2/FOXA1/GHSR/GPER1/MED1/PAGR1/PTGES3/PTPN11/RNF14/SLC27A1/THRA/TSHR/UBE3A,16
GO:0034764,BP,GO:0034764,positive regulation of transmembrane transport,16/2567,47/6969,0.705344195,1,0.977374986,APPL1/C3/CALM2/CALM3/CXCL10/CXCL9/FGF21/GPER1/MAPK14/NFE2L2/PDZK1/PKD2/PTPN11/RHOQ/TRPC3/TRPV4,16
GO:1902075,BP,GO:1902075,cellular response to salt,16/2567,47/6969,0.705344195,1,0.977374986,ALOX5AP/CDKN1B/CEBPA/CPNE8/DPEP1/HNRNPA1/LY6G6D/LYPD1/NCSTN/NEK7/NFATC4/P2RY12/PKD2/PRKAA2/SLC1A1/SYT3,16
GO:1902905,BP,GO:1902905,positive regulation of supramolecular fiber organization,16/2567,47/6969,0.705344195,1,0.977374986,APP/CARMIL1/CDC42EP1/CDKN1B/CFL2/DSTN/F2RL1/MET/MTOR/NCK1/NCKAP1/NRP1/SLAIN2/SPAST/TGFB3/WNT11,16
GO:0006749,BP,GO:0006749,glutathione metabolic process,7/2567,21/6969,0.706721801,1,0.977374986,CHAC2/DPEP1/GGT7/GSR/GSTA1/NFE2L2/SLC1A1,7
GO:0006940,BP,GO:0006940,regulation of smooth muscle contraction,7/2567,21/6969,0.706721801,1,0.977374986,ADRA2A/ADRA2B/ATP2B1/GPER1/SPX/TRPC1/TRPV4,7
GO:0010827,BP,GO:0010827,regulation of glucose transmembrane transport,7/2567,21/6969,0.706721801,1,0.977374986,APPL1/C3/FGF21/MAPK14/NFE2L2/PTPN11/RHOQ,7
GO:0018208,BP,GO:0018208,peptidyl-proline modification,7/2567,21/6969,0.706721801,1,0.977374986,EGLN3/NKTR/P4HA1/PPIG/PPIL1/PPIL6/PPWD1,7
GO:0043200,BP,GO:0043200,response to amino acid,7/2567,21/6969,0.706721801,1,0.977374986,COL5A2/CPEB4/MEAK7/MTOR/RRAGC/SESN3/SLC38A9,7
GO:0045911,BP,GO:0045911,positive regulation of DNA recombination,7/2567,21/6969,0.706721801,1,0.977374986,ACTB/ACTL6A/HELQ/ING3/KMT5B/SHLD2/TFRC,7
GO:0046456,BP,GO:0046456,icosanoid biosynthetic process,7/2567,21/6969,0.706721801,1,0.977374986,ALOX5AP/ANXA1/LTA4H/LTC4S/PLA2G5/PTGES3/PTGIS,7
GO:0051438,BP,GO:0051438,regulation of ubiquitin-protein transferase activity,7/2567,21/6969,0.706721801,1,0.977374986,ARRDC3/BMI1/CDC20/FEM1B/MAD2L1/TOPORS/USP44,7
GO:0060419,BP,GO:0060419,heart growth,7/2567,21/6969,0.706721801,1,0.977374986,BMPR1A/FGF9/FGFR2/GATA6/MAPK14/PRKAR1A/RBPJ,7
GO:1904063,BP,GO:1904063,negative regulation of cation transmembrane transport,7/2567,21/6969,0.706721801,1,0.977374986,ADRA2A/CALM2/CALM3/EPO/KCNE3/NHERF1/SUMO1,7
GO:0040013,BP,GO:0040013,negative regulation of locomotion,29/2567,84/6969,0.708264051,1,0.977374986,ADORA1/ANGPT2/AP1AR/ARRDC3/BMPR1A/C5AR2/CCDC125/CLDN19/DNAI3/DPEP1/DPP4/GATA3/GJA1/GPER1/GPR173/NEDD9/NHERF1/NR2F2/NRP1/PDCD10/RAP2C/RHOB/RNF20/SEMA3E/SEMA4D/SEMA6A/TACSTD2/THBS1/WNT11,29
GO:0001525,BP,GO:0001525,angiogenesis,50/2567,143/6969,0.70902776,1,0.977374986,ANGPT2/ANPEP/ANXA1/BMP4/BMPR1A/CCBE1/CXCL10/DLL1/E2F8/EFNA1/EPHB3/FGF1/FGF18/FGF9/FGFR2/FKBPL/FOXO4/GATA6/GNA13/GPR15LG/GTF2I/HOXA3/HOXB13/IL10/ITGAV/KLF2/MAPK14/MED1/MTDH/NFATC4/NR2E1/NRARP/NRP1/PDCD10/RAMP1/RAMP2/RBM15/RBPJ/RHOB/ROCK1/SCG2/SEMA3E/SEMA6A/SERPINE1/SERPINF1/STAT1/THBS1/TSPAN12/VASH2/VPS4B,50
GO:0002253,BP,GO:0002253,activation of immune response,50/2567,143/6969,0.70902776,1,0.977374986,APPL1/ATAT1/BLK/BMX/BPIFB1/C1QC/C1S/C3/C5/C8G/CFB/CFI/COLEC11/DDX3X/DHX58/F2RL1/FCER1G/FFAR2/FLOT1/GATA3/GPS2/HAVCR2/HSP90AA1/IRF7/LACC1/LGR4/LRRC19/LSM14A/MATR3/NEK7/NFATC2/NLRC3/NLRX1/PJA2/PLEKHA1/PLSCR1/PTPN6/RAB11FIP2/RSAD2/STING1/TASL/TEC/TIFA/TLR1/TLR3/TLR6/TRAF6/TXK/TYROBP/ZCCHC3,50
GO:0010569,BP,GO:0010569,regulation of double-strand break repair via homologous recombination,8/2567,24/6969,0.710115947,1,0.977374986,ACTB/ACTL6A/CHEK1/HELQ/ING3/KLHL15/PARPBP/SHLD2,8
GO:0045132,BP,GO:0045132,meiotic chromosome segregation,8/2567,24/6969,0.710115947,1,0.977374986,CCNB2/DMC1/MND1/NUF2/SGO1/SMC4/SPATA22/TERF1,8
GO:0046620,BP,GO:0046620,regulation of organ growth,8/2567,24/6969,0.710115947,1,0.977374986,BMPR1A/FGF9/FGFR2/GATA6/IL7/MAPK14/RBPJ/SERP1,8
GO:0072577,BP,GO:0072577,endothelial cell apoptotic process,8/2567,24/6969,0.710115947,1,0.977374986,BMPR2/GATA3/IL10/ITGA4/NFE2L2/RAMP2/THBS1/TNF,8
GO:0009913,BP,GO:0009913,epidermal cell differentiation,17/2567,50/6969,0.710433832,1,0.977374986,ADAM9/ANXA1/BMP4/CASP3/CD109/DLL1/GATA6/IFT74/KDF1/KRT3/MED1/MYO6/NHERF1/PAFAH1B1/RBPJ/ROCK1/TXNIP,17
GO:0048666,BP,GO:0048666,neuron development,88/2567,249/6969,0.712427609,1,0.977374986,AGTPBP1/APP/ATAT1/ATCAY/B3GNT2/B4GALT6/BECN1/BLOC1S6/BMP5/BMPR2/BTBD3/CAPRIN1/CNTN5/CRB2/DCX/DDR1/DMD/DPYSL2/DTNBP1/EDNRB/EFHD1/EFNA1/EFNA4/EFNB3/EPHB3/EXT1/FGFR2/FLOT1/FMR1/FZD3/GHRL/GNAT1/GPM6B/HDAC6/HOXA2/INPP5F/ISLR2/KREMEN1/LGI1/LHX1/LHX2/LLPH/LRTM2/MAP1B/MAPK6/MEGF9/MFRP/MTMR2/NCKAP1/NFATC4/NFIB/NHERF1/NR2E1/NR4A2/NRN1L/NRP1/NTN4/NTRK3/NYAP1/PAFAH1B1/PALS1/PAQR3/PDE6C/PLAA/POU3F2/PTPN11/RAB11A/RAB21/RAB3A/RAP1A/ROCK1/RTN4RL1/RUFY3/SEMA3E/SEMA4D/SEMA6A/SHOX2/SLITRK3/SMAD4/SNAPIN/SPAST/SRCIN1/SYT3/TAOK1/TMEM106B/TPBG/UGDH/ZC4H2,88
GO:0008645,BP,GO:0008645,hexose transmembrane transport,9/2567,27/6969,0.713794242,1,0.977374986,APPL1/C3/FGF21/HNF1A/MAPK14/NFE2L2/PTPN11/RHOQ/SLC2A12,9
GO:0009123,BP,GO:0009123,nucleoside monophosphate metabolic process,9/2567,27/6969,0.713794242,1,0.977374986,ADK/ADSS2/AK1/AK3/AMPD3/ATIC/HPRT1/PPAT/PRTFDC1,9
GO:0015749,BP,GO:0015749,monosaccharide transmembrane transport,9/2567,27/6969,0.713794242,1,0.977374986,APPL1/C3/FGF21/HNF1A/MAPK14/NFE2L2/PTPN11/RHOQ/SLC2A12,9
GO:0042303,BP,GO:0042303,molting cycle,9/2567,27/6969,0.713794242,1,0.977374986,CD109/EXT1/FGFR2/FZD3/INHBA/LGR4/LHX2/RBPJ/SMAD4,9
GO:0042633,BP,GO:0042633,hair cycle,9/2567,27/6969,0.713794242,1,0.977374986,CD109/EXT1/FGFR2/FZD3/INHBA/LGR4/LHX2/RBPJ/SMAD4,9
GO:0070972,BP,GO:0070972,protein localization to endoplasmic reticulum,9/2567,27/6969,0.713794242,1,0.977374986,ANKRD13C/INSIG1/INSIG2/SEC63/SGTB/SRP19/SRP54/TRAM1/ZFAND2B,9
GO:0140962,BP,GO:0140962,multicellular organismal-level chemical homeostasis,9/2567,27/6969,0.713794242,1,0.977374986,BPIFA1/EPB42/EXT1/FBXL5/LPCAT1/NKIRAS1/SCNN1B/SCNN1G/TRPV4,9
GO:1904659,BP,GO:1904659,glucose transmembrane transport,9/2567,27/6969,0.713794242,1,0.977374986,APPL1/C3/FGF21/HNF1A/MAPK14/NFE2L2/PTPN11/RHOQ/SLC2A12,9
GO:0048609,BP,GO:0048609,multicellular organismal reproductive process,84/2567,238/6969,0.714222268,1,0.977374986,ACSL4/AFF4/ANXA1/AR/ARID4A/ATAT1/BCL6/BMP4/BMPR2/CCDC34/CCDC62/CCNB1/CCNB2/CCNH/CDC20/CDC25B/CDK1/CDK7/CFAP206/CFAP58/CFAP91/CFAP97D1/DDX3X/DEFB1/DEFB1/DMC1/DND1/EGR1/EIF2S2/ENPP2/EPOR/ETV6/GAL3ST1/GALNTL5/GDF9/GGN/GHRL/GHSR/HAVCR2/HEXB/HMGB2/HMX3/HOXA9/HSF2/INHBA/KATNAL1/KIF18A/LGR4/LIN28A/MED1/METTL14/MNS1/MTOR/NME5/NR6A1/ORC4/OVOL1/OXTR/PAFAH1B1/PDE3A/PLEKHA1/PRDX3/PRKACA/PRKAR1A/PRKAR2A/PTGDR2/PTPN11/PYGO1/RPS6/RPS6KB1/SEPTIN7/SMAD4/SPATA16/SPATA22/SPATA25/SPATA6/SPDYA/SPIN1/TOP2A/TP53/TSSK2/WEE2/ZNF148/ZP3,84
GO:1903828,BP,GO:1903828,negative regulation of protein localization,18/2567,53/6969,0.715357259,1,0.977374986,ABHD17B/ADRA2A/ERP29/F2RL1/FFAR2/GHRL/GOPC/INSIG1/LYPD1/MRAP2/MTOR/NDFIP2/OTUD7B/PTPN11/RHOQ/RSAD2/TERF1/UBXN2B,18
GO:0030855,BP,GO:0030855,epithelial cell differentiation,66/2567,188/6969,0.715728712,1,0.977374986,ADAM9/ANXA1/AR/ARID4A/BDH2/BMP4/BMP5/BMPR2/CASP3/CD109/CDKN1B/CEBPA/CLCN2/DLL1/E2F8/EDNRB/EHF/EXT1/F2RL1/FEM1B/FGFR2/FOXA1/FOXJ1/GATA3/GATA6/HAPLN2/HNRNPH3/HOXB13/HOXB5/ID2/IFT74/KDF1/KLF2/KRAS/KRT3/LHX1/MAP1B/MARVELD2/MED1/MET/MYO6/NFIB/NHERF1/NKX3-2/NR2F2/PAFAH1B1/PCK1/PDX1/POF1B/POU3F2/PROC/RAP1A/RAP2C/RBPJ/ROCK1/SALL1/SMAD4/SOX4/SPRY1/STAT1/TMEM38B/TPP1/TXNIP/UPK3A/WNT11/YIPF6,66
