,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0001909,BP,GO:0001909,leukocyte mediated cytotoxicity,10/2934,30/6969,0.877918091,1,0.926763038,CEBPG/CTSC/CTSH/FADD/IL12B/IL23A/P2RX7/RIPK3/RNF19B/ULBP1,10
GO:0001938,BP,GO:0001938,positive regulation of endothelial cell proliferation,10/2934,30/6969,0.877918091,1,0.926763038,ANG/EGFL7/F3/GATA2/PDCL3/PIK3CD/PPP1R16B/SIRT1/SP1/VEGFA,10
GO:0009791,BP,GO:0009791,post-embryonic development,10/2934,30/6969,0.877918091,1,0.926763038,ABL1/ACVR2B/ATF5/ATN1/BAX/CSRNP1/MORC3/PRDM1/PSEN1/TIPARP,10
GO:0018022,BP,GO:0018022,peptidyl-lysine methylation,10/2934,30/6969,0.877918091,1,0.926763038,ANTKMT/ASH2L/EEF1AKMT2/KANSL2/SETD3/SIRT1/SKIC8/SMYD1/SMYD2/SMYD5,10
GO:0061326,BP,GO:0061326,renal tubule development,10/2934,30/6969,0.877918091,1,0.926763038,HEYL/HOXA11/JAG1/LIF/NOG/SIX1/SMO/SOX9/TMEM59L/WT1,10
GO:0014896,BP,GO:0014896,muscle hypertrophy,6/2934,19/6969,0.878813212,1,0.926763038,ATP2A2/CAV3/HEY2/LMCD1/MYMK/RGS2,6
GO:0014897,BP,GO:0014897,striated muscle hypertrophy,6/2934,19/6969,0.878813212,1,0.926763038,ATP2A2/CAV3/HEY2/LMCD1/MYMK/RGS2,6
GO:0016239,BP,GO:0016239,positive regulation of macroautophagy,6/2934,19/6969,0.878813212,1,0.926763038,EPM2A/RALB/SESN2/SIRT1/SLC25A5/SNX30,6
GO:0032413,BP,GO:0032413,negative regulation of ion transmembrane transporter activity,6/2934,19/6969,0.878813212,1,0.926763038,CALM1/CLIC2/FKBP1B/GEM/PLN/SRI,6
GO:0042181,BP,GO:0042181,ketone biosynthetic process,6/2934,19/6969,0.878813212,1,0.926763038,COQ10B/COQ5/COQ6/COQ9/TPI1/UBIAD1,6
GO:0045685,BP,GO:0045685,regulation of glial cell differentiation,6/2934,19/6969,0.878813212,1,0.926763038,DLX1/EGR2/LIF/NOG/TGFB1/ZNF488,6
GO:0050766,BP,GO:0050766,positive regulation of phagocytosis,6/2934,19/6969,0.878813212,1,0.926763038,APOA1/CALR/ITGB2/LMAN2/LYAR/TUB,6
GO:0099175,BP,GO:0099175,regulation of postsynapse organization,6/2934,19/6969,0.878813212,1,0.926763038,DVL1/FYN/LRP8/PSEN1/PTK2B/WNT7A,6
GO:0001763,BP,GO:0001763,morphogenesis of a branching structure,31/2934,85/6969,0.879182223,1,0.926763038,ABL1/ACVR1/ADM/CAV3/CTSH/CTSZ/DLL4/EPHA2/ESR1/GRB2/HHIP/HOXA11/MMP14/NKX3-1/NOG/PHB2/PPP1CA/PRDM1/RTN4/SIX1/SMO/SOX9/SPINT2/SPRY2/SRF/ST14/TBX2/TGFB1/TMEM59L/VDR/WT1,31
GO:0033002,BP,GO:0033002,muscle cell proliferation,19/2934,54/6969,0.88002831,1,0.926763038,AIF1/ANG/CCN3/DDIT3/HBEGF/HEY2/HMOX1/IL12B/NOG/NR4A3/PDCD4/PIM1/PTGIR/SAV1/SIX1/SMAD1/TBX2/TLR4/TNFAIP3,19
GO:0040029,BP,GO:0040029,epigenetic regulation of gene expression,19/2934,54/6969,0.88002831,1,0.926763038,ASIP/BAHD1/DPY30/L3MBTL3/MEN1/METTL3/MORC2/MSL1/RBM14/RBM15B/SIN3A/SIRT1/SIRT7/SMARCB1/SPI1/TRIM27/TRMT112/VPS72/ZNF445,19
GO:0048771,BP,GO:0048771,tissue remodeling,19/2934,54/6969,0.88002831,1,0.926763038,ACP5/ACVR2B/BAX/CST3/DLL4/EPHA2/HAMP/IL1A/IL23A/JAG1/LEPR/LIF/MDM2/P2RX7/P3H4/PTK2B/SPP1/TPH1/VDR,19
GO:0006325,BP,GO:0006325,chromatin organization,63/2934,166/6969,0.880435867,1,0.926763038,ACRBP/ACTR8/ALKBH4/ASIP/ATXN7L3/BAG6/BAHD1/BRD2/BRD4/CDK9/CENPP/CHTOP/COPRS/DMAP1/DPY30/ENY2/GPX4/GRWD1/H2AC1/HIRA/HMGN2/ING2/INO80B/INO80C/KAT2A/KDM2A/KDM5C/L3MBTL2/L3MBTL3/MACROH2A1/MEAF6/MEN1/METTL3/MORC2/MORF4L2/MOS/MSL1/MTHFR/MYC/NAP1L4/NPM3/PCID2/PHF1/POLE3/RBM14/RBM15B/RING1/RNF8/SIN3A/SIRT1/SIRT7/SMARCB1/SOX9/SPI1/SUPT5H/TADA3/TAL1/TRIM27/TRMT112/UBE2B/VPS72/ZBTB7A/ZNF445,63
GO:0007420,BP,GO:0007420,brain development,59/2934,156/6969,0.880801067,1,0.926763038,ABL1/AQP1/ATF5/BAG6/BAX/BBS1/CEND1/CITED1/CLP1/CRKL/DLX1/DMRTA2/DPCD/EFHC1/EGR2/FUT1/FYN/GATA2/GBA1/HAP1/IER3IP1/IGF2BP1/KAT2A/LHX3/LMX1A/LRP8/MACO1/MBOAT7/MDGA1/MFSD2A/NARS1/NF2/NOG/NSUN5/OTX1/PITX1/POMGNT1/POU3F4/PSEN1/RHOA/RTN4/RTN4R/SCT/SEMA4C/SEMA6D/SIN3A/SMAD1/SMO/SPHK1/SRF/TBX19/TRA2B/TSKU/TULP3/TYRO3/UBB/UFC1/UQCRQ/WNT7A,59
GO:0010921,BP,GO:0010921,regulation of phosphatase activity,7/2934,22/6969,0.885254218,1,0.926763038,CALM1/CSNK2B/FKBP1B/IKBKB/PPP1R11/PPP1R15B/RIPK3,7
GO:0031124,BP,GO:0031124,mRNA 3'-end processing,7/2934,22/6969,0.885254218,1,0.926763038,CDK9/CLP1/CSTF1/CSTF3/RPRD1B/SLBP/ZNF473,7
GO:0032007,BP,GO:0032007,negative regulation of TOR signaling,7/2934,22/6969,0.885254218,1,0.926763038,AKT1S1/DDIT4/ITFG2/NPC1/SESN2/SIRT1/TBC1D7,7
GO:0032410,BP,GO:0032410,negative regulation of transporter activity,7/2934,22/6969,0.885254218,1,0.926763038,CALM1/CLIC2/FKBP1B/GEM/PLN/SRI/TWIST1,7
GO:0032722,BP,GO:0032722,positive regulation of chemokine production,7/2934,22/6969,0.885254218,1,0.926763038,AIF1/MIF/TICAM1/TLR2/TLR4/TRIM32/TWIST1,7
GO:0034968,BP,GO:0034968,histone lysine methylation,7/2934,22/6969,0.885254218,1,0.926763038,ASH2L/KANSL2/SIRT1/SKIC8/SMYD1/SMYD2/SMYD5,7
GO:0060675,BP,GO:0060675,ureteric bud morphogenesis,7/2934,22/6969,0.885254218,1,0.926763038,HOXA11/NOG/SIX1/SMO/SOX9/TMEM59L/WT1,7
GO:0072078,BP,GO:0072078,nephron tubule morphogenesis,7/2934,22/6969,0.885254218,1,0.926763038,HOXA11/NOG/SIX1/SMO/SOX9/TMEM59L/WT1,7
GO:0072171,BP,GO:0072171,mesonephric tubule morphogenesis,7/2934,22/6969,0.885254218,1,0.926763038,HOXA11/NOG/SIX1/SMO/SOX9/TMEM59L/WT1,7
GO:0007369,BP,GO:0007369,gastrulation,17/2934,49/6969,0.88558767,1,0.926763038,ACVR1/ACVR2B/DUSP5/DVL1/EPHA2/GPI/GRB2/HOXA11/ITGA5/NF2/NOG/PLPP3/RACK1/SMAD1/SRF/TAL1/TBX19,17
GO:0002027,BP,GO:0002027,regulation of heart rate,11/2934,33/6969,0.885864108,1,0.926763038,ADM/ADRA1B/CALM1/CAV3/FKBP1B/HCN4/HEY2/KCNJ5/MDM2/PLN/SRI,11
GO:0030101,BP,GO:0030101,natural killer cell activation,11/2934,33/6969,0.885864108,1,0.926763038,ELF4/IFN-DELTA-8/IFN-OMEGA-5/IL12B/IL23A/NFIL3/PRDM1/STAT5A/STAT5B/TICAM1/TYRO3,11
GO:0045665,BP,GO:0045665,negative regulation of neuron differentiation,8/2934,25/6969,0.891668304,1,0.926763038,CALR/DLX1/HEY1/JAG1/LBX1/LMX1A/RHOA/SOX9,8
GO:0048247,BP,GO:0048247,lymphocyte chemotaxis,8/2934,25/6969,0.891668304,1,0.926763038,CCL1/CCL2/CCL25/CCL4/CCL5/CCL8/PTK2B/TNFSF14,8
GO:0072028,BP,GO:0072028,nephron morphogenesis,8/2934,25/6969,0.891668304,1,0.926763038,HOXA11/LIF/NOG/SIX1/SMO/SOX9/TMEM59L/WT1,8
GO:0022612,BP,GO:0022612,gland morphogenesis,15/2934,44/6969,0.892192258,1,0.926763038,BAX/CAV3/CEBPB/EPHA2/ESR1/NKX3-1/NOG/PHB2/PLAG1/SOX9/STAT6/TBX2/TGFB1/TNFAIP3/VDR,15
GO:0051046,BP,GO:0051046,regulation of secretion,63/2934,167/6969,0.89274136,1,0.926763038,ANG/AQP1/ARF6/ATP2A2/C2CD2L/CCN3/CELA2A/CHGA/CRH/CRY1/DVL1/FES/FFAR4/FKBP1B/FOXO1/GAL/HADH/HAP1/HCRT/HYAL3/IER3IP1/IL12B/IL13/IL1A/INHBB/KCNJ11/KCNN4/LIF/LRRC8A/MIF/MPC2/MYOM1/NKX3-1/NOS2/P2RX7/P2RY2/PPARG/PRKN/PTGES/RAB13/RAC2/RAP1B/RGCC/RHBDF2/S100A8/SCT/SDC1/SIDT2/SIRT4/SNF8/SPP1/SRI/SYT12/SYT17/SYT5/TGFB1/TLR2/TLR4/TRH/UQCC2/VAMP8/VPS18/WNT7A,63
GO:0008037,BP,GO:0008037,cell recognition,12/2934,36/6969,0.89323668,1,0.926763038,B4GALT1/CCR7/CCT4/CD9/MSN/PCSK4/PEAR1/RTN4/SCARB1/SPA17/SPACA4/TUB,12
GO:0033138,BP,GO:0033138,positive regulation of peptidyl-serine phosphorylation,12/2934,36/6969,0.89323668,1,0.926763038,IFN-DELTA-8/IFN-OMEGA-5/IP6K2/LIF/MAD2L2/MIF/NTF4/OPRD1/PARK7/SPRY2/TGFB1/VEGFA,12
GO:1901617,BP,GO:1901617,organic hydroxy compound biosynthetic process,33/2934,91/6969,0.893577955,1,0.926763038,ACER1/ACOX2/ALDH2/ALOX12/ALOX15/ASIP/CITED1/EBP/FGF19/GBA1/GOT1/GPR37/HMGCR/HSD17B10/IP6K1/IP6K2/IP6K3/ITPKC/PARK7/PCBD1/PDXK/PMVK/PTAFR/PTH/PTK2B/QDPR/SIRT1/SOD1/SPHK1/SPR/SPTSSA/TM7SF2/TPH1,33
GO:0044057,BP,GO:0044057,regulation of system process,57/2934,152/6969,0.89387021,1,0.926763038,ADM/ADRA1B/APOA1/APOA4/AQP1/ATP1B1/ATP2A2/AVPR2/CALM1/CASQ1/CAV3/CRH/CRY1/CTSC/EDN1/EGR2/FBXO32/FKBP1B/GBA1/GLRA1/HAMP/HBEGF/HCN4/HCRT/HEY2/HRH1/INHBB/INPP5K/KCNJ5/KCNMA1/LMCD1/MDM2/MEF2A/MTG1/MYL4/MYMK/NKX3-1/ORMDL3/PLN/RGS2/RHOA/S1PR2/SCN4A/SCT/SLC22A5/SLC8A3/SMAD7/SOD1/SPHK1/SPP1/SRF/SRI/TNNC1/TNNT1/TNNT3/WNT7A/ZNF488,57
GO:0030595,BP,GO:0030595,leukocyte chemotaxis,26/2934,73/6969,0.894632413,1,0.926763038,AIF1/BDKRB2/CALR/CCL1/CCL2/CCL25/CCL4/CCL5/CCL8/CCN3/CCR7/CHGA/CXCL8/GPR18/IL16/IL23A/JAML/MIF/PTK2B/RAC2/S100A14/S100A8/SLAMF8/SWAP70/TNFSF14/VEGFA,26
GO:0051962,BP,GO:0051962,positive regulation of nervous system development,26/2934,73/6969,0.894632413,1,0.926763038,AMIGO1/BCAN/CHODL/DMRTA2/EGR2/GFAP/HAP1/HAPLN3/LIF/LRP8/NEURL1/NTN1/NTRK1/NUMB/PLAG1/RND2/SMO/SRF/SRPX2/TGFB1/TRIM32/VSTM5/WNT7A/XRCC2/ZFYVE27/ZNF488,26
GO:0002443,BP,GO:0002443,leukocyte mediated immunity,40/2934,109/6969,0.894871591,1,0.926763038,BCL10/C2/C4A/C8B/CD40/CD80/CEBPG/CHGA/CTSC/CTSH/EXOSC3/FADD/FES/IL12B/IL13/IL18/IL23A/IL27RA/JAG1/LGALS13/MAD2L2/NTN1/P2RX7/PTGDS/RAC2/RIPK3/RNF19B/SASH3/SCIMP/SLC15A4/SMAD7/STAT6/SWAP70/TGFB1/TICAM1/TLR4/TRAF2/ULBP1/UNG/VAMP8,40
GO:0006898,BP,GO:0006898,receptor-mediated endocytosis,21/2934,60/6969,0.89528581,1,0.926763038,ACKR3/ADM/AP2S1/APOC3/CAV3/CD63/CD9/CLU/CXCL8/GRB2/ITGB2/LDLR/NEU3/RALB/RAMP3/SAG/SDC1/SNAP91/USH1G/VEGFA/WDR54,21
GO:0048667,BP,GO:0048667,cell morphogenesis involved in neuron differentiation,49/2934,132/6969,0.896535276,1,0.926763038,ABL1/ARHGEF25/ATOH7/B4GALT5/BBS1/CDC42/CHODL/DPYSL5/DVL1/EGR2/ETV1/FYN/GBX1/KIF5C/KIFBP/LHFPL5/LHX3/LMX1A/LRP8/MEF2A/MFSD2A/MT3/NOG/NOVA2/NTN1/NTRK1/POU4F3/PQBP1/PSEN1/RAP2B/RND2/RTN4/RTN4R/SEMA3B/SEMA3G/SEMA4F/SEMA6C/SEMA6D/SIN3A/SMO/SOD1/SRF/TSKU/UCHL1/UNC5B/UNK/VCL/WNT7A/ZFYVE27,49
GO:0002292,BP,GO:0002292,T cell differentiation involved in immune response,9/2934,28/6969,0.897901674,1,0.926763038,IL12B/IL23A/MEN1/RARA/SMAD7/STAT3/STAT4/STAT6/ZNF397,9
GO:0002263,BP,GO:0002263,cell activation involved in immune response,36/2934,99/6969,0.898122162,1,0.926763038,ABL1/CD40/CDH17/CHGA/EXOSC3/FES/IFI35/IFN-DELTA-8/IFN-OMEGA-5/IL12B/IL13/IL23A/IL27RA/IRF8/ITFG2/MAD2L2/MEN1/PSEN1/PTGDS/PTK2B/RAC2/RARA/SLC15A4/SMAD7/ST3GAL1/STAT3/STAT4/STAT6/SWAP70/TGFB1/TICAM1/TLR4/TNFSF18/UNG/VAMP8/ZNF397,36
GO:0090596,BP,GO:0090596,sensory organ morphogenesis,29/2934,81/6969,0.898399421,1,0.926763038,BAX/CYP26B1/DVL1/EPHA2/FJX1/FRZB/GATA2/HOXC13/JAG1/LHFPL5/MFSD2A/NOG/OTX1/POU3F4/POU4F3/PRDM1/SIX1/SLC44A4/SOD1/SOX9/SPRY2/STAT3/TBC1D20/TBX2/TDRD7/TSKU/TTC39C/TWIST1/USH1G,29
GO:0044272,BP,GO:0044272,sulfur compound biosynthetic process,16/2934,47/6969,0.899254991,1,0.926763038,ACACB/ADI1/B3GNT7/CHST3/CTH/ELOVL1/GGT5/GLCE/MAT2A/MPC2/MRI1/MTHFR/NDST2/PPCS/PXYLP1/SP1,16
GO:0042100,BP,GO:0042100,B cell proliferation,13/2934,39/6969,0.900080495,1,0.926763038,ABL1/BAX/CD40/CD40LG/CTPS1/IFN-DELTA-8/IFN-OMEGA-5/MIF/NTN1/RAG2/SASH3/TICAM1/TLR4,13
GO:0060348,BP,GO:0060348,bone development,19/2934,55/6969,0.900146434,1,0.926763038,BGLAP/BGN/CYP26B1/EBP/HOXA11/KAT2A/LEPR/LRRC17/NAB2/PAPPA2/RARA/RFLNB/RHOA/SMAD1/SOX9/TRIM45/TULP3/TWIST1/VKORC1,19
GO:0001501,BP,GO:0001501,skeletal system development,54/2934,145/6969,0.900777821,1,0.926763038,ACVR2B/BARX2/BBS1/BGLAP/BGN/CCN1/CCN3/CSRNP1/CYP26B1/DDRGK1/DLX1/EBP/EIF4A3/EPHA2/FRZB/HHIP/HOXA10/HOXA11/HOXC4/HYAL1/HYAL2/IFT25/KAT2A/LEPR/LRRC17/MMP14/NAB2/NLE1/NOG/P2RX7/PAPPA2/PITX1/PSEN1/RARA/RFLNA/RFLNB/RHOA/SIX1/SLC39A1/SMAD1/SMAD7/SNX19/SOX9/SRF/TAPT1/TGFB1/TIPARP/TRIM45/TULP3/TWIST1/VDR/VKORC1/WNT7A/ZFAND5,54
GO:0048609,BP,GO:0048609,multicellular organismal reproductive process,91/2934,238/6969,0.902917802,1,0.926763038,ABHD2/ACRBP/ACVR1/AKAP5/ASIP/ATN1/B4GALT1/BAG6/BAX/BCAP31/BMP15/CABYR/CCDC42/CELF3/CETN2/CPEB1/CRKL/CYP26B1/DDX20/DHH/DMRTA2/DPCD/ESR1/FAM209B/FIGNL1/FOSL1/FZR1/GARIN1A/GPR3/GPX4/HOXA10/HOXA11/HYAL3/IFT20/IFT25/ING2/INHBB/JUNB/KDM3A/LIF/LIMK2/LRRC8A/MEA1/MEIG1/NCAPH2/NEURL1/NR5A1/PAIP2/PAQR7/PAQR8/PCSK4/PCYT1B/PITHD1/PIWIL2/PLN/PNLDC1/PRDM1/PRM2/RAD51/RARA/REC8/RGS2/RHOA/RNF114/SERPINA5/SIRT1/SMAD1/SOD1/SOX30/SOX9/SPATA20/SPIN3/SPO11/STAT5A/STAT5B/TAF7L/TARBP2/TBC1D20/TDRP/TGFB1/TMEM203/TPPP3/TRIP13/TSSK4/TYRO3/UBB/UBE2B/UCHL1/VDR/WT1/YBX3,91
GO:0001508,BP,GO:0001508,action potential,10/2934,31/6969,0.903877523,1,0.926763038,CAV3/FKBP1B/GBA1/GLRA1/GNA11/GNAQ/HCN4/KCNJ5/SCN2A/SCN4A,10
GO:0048660,BP,GO:0048660,regulation of smooth muscle cell proliferation,10/2934,31/6969,0.903877523,1,0.926763038,AIF1/ANG/HBEGF/HMOX1/IL12B/NR4A3/PDCD4/PTGIR/TLR4/TNFAIP3,10
GO:0001706,BP,GO:0001706,endoderm formation,4/2934,14/6969,0.905427804,1,0.926763038,DUSP5/GRB2/ITGA5/NOG,4
GO:0009948,BP,GO:0009948,anterior/posterior axis specification,4/2934,14/6969,0.905427804,1,0.926763038,DDIT3/HEY2/SRF/WT1,4
GO:0031018,BP,GO:0031018,endocrine pancreas development,4/2934,14/6969,0.905427804,1,0.926763038,FOXA2/SIDT2/SMO/SOX9,4
GO:0035384,BP,GO:0035384,thioester biosynthetic process,4/2934,14/6969,0.905427804,1,0.926763038,ACACB/ELOVL1/MPC2/PPCS,4
GO:0035850,BP,GO:0035850,epithelial cell differentiation involved in kidney development,4/2934,14/6969,0.905427804,1,0.926763038,JAG1/LIF/SMO/WT1,4
GO:0048678,BP,GO:0048678,response to axon injury,4/2934,14/6969,0.905427804,1,0.926763038,BAX/MORN4/RTN4R/SOD1,4
GO:0050432,BP,GO:0050432,catecholamine secretion,4/2934,14/6969,0.905427804,1,0.926763038,CHGA/CRH/SYT12/SYT17,4
GO:0050433,BP,GO:0050433,regulation of catecholamine secretion,4/2934,14/6969,0.905427804,1,0.926763038,CHGA/CRH/SYT12/SYT17,4
GO:0060512,BP,GO:0060512,prostate gland morphogenesis,4/2934,14/6969,0.905427804,1,0.926763038,ESR1/NKX3-1/NOG/SOX9,4
GO:0060740,BP,GO:0060740,prostate gland epithelium morphogenesis,4/2934,14/6969,0.905427804,1,0.926763038,ESR1/NKX3-1/NOG/SOX9,4
GO:0061462,BP,GO:0061462,protein localization to lysosome,4/2934,14/6969,0.905427804,1,0.926763038,GLMP/LAMTOR5/M6PR/RTN4,4
GO:0071542,BP,GO:0071542,dopaminergic neuron differentiation,4/2934,14/6969,0.905427804,1,0.926763038,DMRTA2/FOXA2/LMX1A/SMO,4
GO:0071616,BP,GO:0071616,acyl-CoA biosynthetic process,4/2934,14/6969,0.905427804,1,0.926763038,ACACB/ELOVL1/MPC2/PPCS,4
GO:0071875,BP,GO:0071875,adrenergic receptor signaling pathway,4/2934,14/6969,0.905427804,1,0.926763038,ADRA1B/CHGA/PLN/RGS2,4
GO:1901861,BP,GO:1901861,regulation of muscle tissue development,4/2934,14/6969,0.905427804,1,0.926763038,MYOD1/TGFB1/TWIST1/YBX3,4
GO:2000831,BP,GO:2000831,regulation of steroid hormone secretion,4/2934,14/6969,0.905427804,1,0.926763038,CRH/CRY1/NKX3-1/SPP1,4
GO:0006695,BP,GO:0006695,cholesterol biosynthetic process,5/2934,17/6969,0.906807971,1,0.926763038,EBP/HMGCR/PMVK/SOD1/TM7SF2,5
GO:0010812,BP,GO:0010812,negative regulation of cell-substrate adhesion,5/2934,17/6969,0.906807971,1,0.926763038,ACTN4/DMTN/JAG1/PLET1/RHOA,5
GO:0021983,BP,GO:0021983,pituitary gland development,5/2934,17/6969,0.906807971,1,0.926763038,GATA2/LHX3/NOG/PITX1/TBX19,5
GO:0030850,BP,GO:0030850,prostate gland development,5/2934,17/6969,0.906807971,1,0.926763038,ESR1/NKX3-1/NOG/PLAG1/SOX9,5
GO:0043616,BP,GO:0043616,keratinocyte proliferation,5/2934,17/6969,0.906807971,1,0.926763038,IRF6/KLF9/SRSF6/VDR/ZFP36,5
GO:0055013,BP,GO:0055013,cardiac muscle cell development,5/2934,17/6969,0.906807971,1,0.926763038,ALPK2/CAV3/HEY2/MEF2A/SRF,5
GO:1902653,BP,GO:1902653,secondary alcohol biosynthetic process,5/2934,17/6969,0.906807971,1,0.926763038,EBP/HMGCR/PMVK/SOD1/TM7SF2,5
GO:0001945,BP,GO:0001945,lymph vessel development,3/2934,11/6969,0.906832097,1,0.926763038,ACVR2B/EPHA2/VASH1,3
GO:0002228,BP,GO:0002228,natural killer cell mediated immunity,3/2934,11/6969,0.906832097,1,0.926763038,CEBPG/IL12B/RNF19B,3
GO:0002823,BP,GO:0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,3/2934,11/6969,0.906832097,1,0.926763038,CD80/IL27RA/SMAD7,3
GO:0002920,BP,GO:0002920,regulation of humoral immune response,3/2934,11/6969,0.906832097,1,0.926763038,CCR7/PGC/SERPING1,3
GO:0006730,BP,GO:0006730,one-carbon metabolic process,3/2934,11/6969,0.906832097,1,0.926763038,AHCY/MAT2A/MTHFR,3
GO:0007422,BP,GO:0007422,peripheral nervous system development,3/2934,11/6969,0.906832097,1,0.926763038,EGR2/NAB2/SOD1,3
GO:0007622,BP,GO:0007622,rhythmic behavior,3/2934,11/6969,0.906832097,1,0.926763038,EGR2/MC3R/PTGDS,3
GO:0021532,BP,GO:0021532,neural tube patterning,3/2934,11/6969,0.906832097,1,0.926763038,PSEN1/SMO/TULP3,3
GO:0022617,BP,GO:0022617,extracellular matrix disassembly,3/2934,11/6969,0.906832097,1,0.926763038,CST3/FSCN1/PDPN,3
GO:0031295,BP,GO:0031295,T cell costimulation,3/2934,11/6969,0.906832097,1,0.926763038,CCR7/CD80/TNFSF14,3
GO:0034508,BP,GO:0034508,centromere complex assembly,3/2934,11/6969,0.906832097,1,0.926763038,CENPP/POGZ/RNF4,3
GO:0035988,BP,GO:0035988,chondrocyte proliferation,3/2934,11/6969,0.906832097,1,0.926763038,CCN3/SMAD7/SOX9,3
GO:0040001,BP,GO:0040001,establishment of mitotic spindle localization,3/2934,11/6969,0.906832097,1,0.926763038,INPPL1/NSFL1C/SPRY2,3
GO:0042267,BP,GO:0042267,natural killer cell mediated cytotoxicity,3/2934,11/6969,0.906832097,1,0.926763038,CEBPG/IL12B/RNF19B,3
GO:0042551,BP,GO:0042551,neuron maturation,3/2934,11/6969,0.906832097,1,0.926763038,B4GALT5/GATA2/RND1,3
GO:0046040,BP,GO:0046040,IMP metabolic process,3/2934,11/6969,0.906832097,1,0.926763038,ADSL/ADSS1/NT5C,3
GO:0047496,BP,GO:0047496,vesicle transport along microtubule,3/2934,11/6969,0.906832097,1,0.926763038,AP3S2/BLOC1S5/HAP1,3
GO:0050482,BP,GO:0050482,arachidonic acid secretion,3/2934,11/6969,0.906832097,1,0.926763038,BDKRB2/MIF/PLA2G12A,3
GO:0050918,BP,GO:0050918,positive chemotaxis,3/2934,11/6969,0.906832097,1,0.926763038,CXCL8/IL16/VEGFA,3
GO:0060612,BP,GO:0060612,adipose tissue development,3/2934,11/6969,0.906832097,1,0.926763038,CDK4/SIRT1/UBB,3
GO:0060914,BP,GO:0060914,heart formation,3/2934,11/6969,0.906832097,1,0.926763038,LEMD2/PIM1/SIX1,3
GO:0060997,BP,GO:0060997,dendritic spine morphogenesis,3/2934,11/6969,0.906832097,1,0.926763038,CDC42/LRP8/WNT7A,3
GO:0072539,BP,GO:0072539,T-helper 17 cell differentiation,3/2934,11/6969,0.906832097,1,0.926763038,IL23A/SMAD7/STAT3,3
GO:1903963,BP,GO:1903963,arachidonate transport,3/2934,11/6969,0.906832097,1,0.926763038,BDKRB2/MIF/PLA2G12A,3
GO:1904031,BP,GO:1904031,positive regulation of cyclin-dependent protein kinase activity,3/2934,11/6969,0.906832097,1,0.926763038,CCND2/PSMD10/RGCC,3
GO:0046903,BP,GO:0046903,secretion,98/2934,256/6969,0.907975159,1,0.926763038,ACVR2B/ANG/AQP1/ARF6/ATP2A2/BDKRB2/C2CD2L/CCL8/CCN3/CELA2A/CHGA/CPLX1/CRH/CRY1/DMTN/DVL1/EXOC3L1/EXOC7/FES/FFAR4/FKBP1B/FOXO1/FURIN/GAL/HADH/HAP1/HCRT/HYAL3/IER3IP1/IL12B/IL13/IL1A/INHBB/KCNJ11/KCNN4/LIF/LIN7B/LRRC8A/MIF/MPC2/MYOM1/NAGPA/NEURL1/NKX3-1/NME1/NOS2/P2RX7/P2RY2/PARK7/PDZD11/PLA2G12A/PPARG/PREB/PRKN/PSEN1/PTGDS/PTGES/PTGES2/RAB13/RAC2/RAP1B/RGCC/RHBDF2/S100A8/SCT/SDC1/SIDT2/SIRT4/SLC44A4/SNAP29/SNF8/SNX19/SOCS2/SPP1/SRI/STAT5A/STAT5B/STX11/SYCN/SYT12/SYT17/SYT5/SYTL1/TGFB1/TLR2/TLR4/TMEM167A/TMEM79/TPH1/TPRG1L/TRH/TYRO3/UQCC2/USF2/VAMP8/VDR/VPS18/WNT7A,98
GO:0002460,BP,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,33/2934,92/6969,0.908252481,1,0.926763038,BCL10/C2/C4A/C8B/CD40/CD80/CTSC/CTSH/EXOSC3/FADD/IL12B/IL18/IL23A/IL27RA/JAG1/LGALS13/MAD2L2/NTN1/P2RX7/RIPK3/RNF121/SASH3/SLC15A4/SMAD7/STAT3/STAT4/STAT6/SWAP70/TGFB1/TNFAIP3/TRAF2/ULBP1/UNG,33
GO:0023061,BP,GO:0023061,signal release,49/2934,133/6969,0.908743273,1,0.926763038,ACVR2B/ATP2A2/C2CD2L/CCN3/CELA2A/CHGA/CRH/CRY1/DVL1/EXOC3L1/FFAR4/FKBP1B/FOXO1/GAL/HADH/HCRT/INHBB/KCNJ11/LIF/LIN7B/LRRC8A/MIF/MPC2/NKX3-1/NOS2/P2RX7/PARK7/PDZD11/PRKN/PSEN1/PTGES/RAP1B/SCT/SIDT2/SIRT4/SLC44A4/SNAP29/SNX19/SPP1/SRI/STX11/SYT12/SYT17/TPRG1L/TRH/UQCC2/VAMP8/VPS18/WNT7A,49
GO:0010565,BP,GO:0010565,regulation of cellular ketone metabolic process,11/2934,34/6969,0.90956033,1,0.926763038,APOA4/APOC3/FGF19/FH/MFSD2A/PARK7/PPARG/SIRT1/SIRT4/SOX9/TWIST1,11
GO:0030316,BP,GO:0030316,osteoclast differentiation,11/2934,34/6969,0.90956033,1,0.926763038,CEBPB/EPHA2/IL12B/IL23A/JUNB/KLF10/LRRC17/PIAS3/PRXL2A/TFE3/TGFB1,11
